,tokens,ner_tags
189,"['Путин', 'подписал', 'распоряжение', 'о', 'выходе', 'России', 'из', 'Международного', 'уголовного', 'суда', 'Резиденция', 'суда', 'в', 'Гааге', 'Президент', 'России', 'Владимир', 'Путин', 'подписал', 'распоряжение', 'об', 'отказе', 'страны', 'являться', 'участником', 'Римского', 'статута', 'Международного', 'уголовного', 'суда']","['U-LAST_NAME', 'O', 'O', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CITY', 'O', 'U-COUNTRY', 'U-FIRST_NAME', 'U-LAST_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-REGION', 'O', 'O', 'O', 'O']"
190,"['битбакета:', 'bitbucket']","['O', 'O']"
191,"['Информационные', 'технологии', 'в', 'образовании']","['O', 'O', 'O', 'O']"
192,['0TIPpbPQc117d9f35f7e8e48f0fa50b1e5afd886'],['O']
193,"['“Иванова', 'Ольга”', 'запросила', 'информацию', 'о', 'доставке', 'товаров', 'в', 'город', 'Красноярск.']","['U-LAST_NAME', 'U-FIRST_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CITY']"
194,['K9721YXYb137b0d905c7738ce2fc763cf8d5a207'],['O']
195,"['Luminous', 'intensity', 'is', 'measured', 'in', 'candelas.']","['O', 'O', 'O', 'O', 'O', 'O']"
196,['DES29=654;BCSURR=UNKNOWN;REV_RC=31;SRC_FI=3;SRC_CT=9;SKIP_AUTH_EVNT;STANDIN_RQ_CAT=R;L_C=2e3;'],['O']
197,['http://www.oao.org/'],['O']
198,"['Чтобы', 'узнать', ',', 'как', 'правильно', 'пишется', '«', 'человечек', '»', 'или', '«', 'человечик', '»', ',', 'необходимо', 'выяснить', ',', 'в', 'какой', 'морфеме', 'мы', 'ищем', 'орфограмму', 'и', 'с', 'какой', 'частью', 'речи', 'имеем', 'дело', '.', 'Попробуем', 'вместе', 'ответить', 'на', 'эти', 'вопросы', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
199,"['Военную', 'академию', 'имени', 'Фрунзе', 'в', '1990г']","['O', 'O', 'O', 'U-LAST_NAME', 'O', 'O']"
200,"['procs', '-----------memory----------', '---swap--', '-----io----', '-system--', '------cpu-----']","['O', 'O', 'O', 'O', 'O', 'O']"
201,"['производство', 'удобрений']","['O', 'O']"
202,['Юриспруденция'],['O']
203,"['Вице', '-', 'президент', 'Центра', 'политических', 'технологий', 'Георгий', 'Чижов', 'довольно', 'скептично', 'оценил', 'вероятность', 'избрания', 'эсэра', 'Геннадия', 'Гудкова', 'губернатором', 'Московской', 'области', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'U-FIRST_NAME', 'U-LAST_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'U-FIRST_NAME', 'U-LAST_NAME', 'O', 'U-REGION', 'O', 'O']"
204,"['FLAG', 'OF', 'THE', 'COLLECTIVE', 'SECURITY', 'TREATY', 'ORGANIZATION.SVG', 'ОРГАНИЗАЦИЯ', 'ДОГОВОРА', 'О', 'КОЛЛЕКТИВНОЙ', 'БЕЗОПАСНОСТИ', '(', 'ОДКБ', ')', '(', 'СОЗДАНА', 'В', '1992', 'ГОДУ', ')', ':', 'АРМЕНИЯ', ',', 'КАЗАХСТАН', ',', 'КИРГИЗИЯ', ',', 'РОССИЯ', ',', 'ТАДЖИКИСТАН', ',', 'БЕЛОРУССИЯ', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-COUNTRY', 'O', 'U-COUNTRY', 'O', 'U-COUNTRY', 'O', 'U-COUNTRY', 'O', 'U-COUNTRY', 'O', 'U-COUNTRY', 'O']"
205,"['Наладчик', 'станков', 'и', 'оборудования', 'в', 'механообработке']","['O', 'O', 'O', 'O', 'O', 'O']"
206,"['01.03.2022\t', '18:30\t', '01.03.2022\t', '-', '79,99', '₽\t', '-', '79,99', '₽\t', 'Оплата', 'в', 'PYATEROCHKA', '11798', 'Balashikha', 'RUS']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CITY', 'U-COUNTRY']"
207,['1998/12/29'],['O']
208,"['Моделирование', 'и', 'конструирование', 'изделий', 'из', 'кожи']","['O', 'O', 'O', 'O', 'O', 'O']"
209,"['Вязальщица', 'текстильно-галантерейных', 'изделий']","['O', 'O', 'O']"
210,['prometey-vrn@mail.ru'],['O']
211,['1.3252157857927691e+17'],['O']
212,"['2022-09-09', '12:35:44']","['O', 'O']"
213,"['Профессиональное', 'обучение']","['O', 'O']"
214,['09-AUG-17'],['O']
215,['05/08/2007'],['O']
216,"['Технология', 'текстильных', 'изделий']","['O', 'O', 'O']"
217,"['Автоматические', 'обновления']","['O', 'O']"
218,"['СДПА', 'занимает', '6', 'мест', '.']","['O', 'O', 'O', 'O', 'O']"
219,['https://filatova.net/privacy/'],['O']
220,"['—', 'Александрович', ',', 'Алексеевич', 'и', 'Сергеевич', ',', 'а', 'также', 'Дмитриевич', 'и', 'Андреевич', '—', 'самые', 'распространенные', 'московские', 'отчества', 'в', 'последние', 'несколько', 'лет', '.', 'Это', 'связано', 'с', 'тем', ',', 'что', 'в', '1980–1995-е', 'годы', 'жители', 'столицы', 'чаще', 'всего', 'называли', 'своих', 'сыновей', 'Александром', ',', 'Алексеем', ',', 'Сергеем', ',', 'Дмитрием', 'и', 'Андреем', ',', '—', 'уточнили', 'в', 'столичном', 'управлении', 'ЗАГС', '.']","['O', 'U-MIDDLE_NAME', 'O', 'U-MIDDLE_NAME', 'O', 'U-MIDDLE_NAME', 'O', 'O', 'O', 'U-MIDDLE_NAME', 'O', 'U-MIDDLE_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-FIRST_NAME', 'O', 'U-FIRST_NAME', 'O', 'U-FIRST_NAME', 'O', 'U-FIRST_NAME', 'O', 'U-FIRST_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
221,"['Диверс', ',', 'Джейкоб']","['U-LAST_NAME', 'O', 'U-FIRST_NAME']"
222,['SYSTEM'],['O']
223,"['107016', ',', 'г', '.', 'Москва', ',', 'ул', '.', 'Неглинная', ',', 'д', '.', '12']","['O', 'O', 'O', 'O', 'U-CITY', 'O', 'O', 'O', 'U-STREET', 'O', 'B-HOUSE', 'I-HOUSE', 'L-HOUSE']"
224,"['oracle@opoel04-ld28.sigma.sbrf.ru', '(W035)']","['O', 'O']"
225,"['Сергей', 'Лазарев']","['U-FIRST_NAME', 'U-LAST_NAME']"
226,"['learn_d+', '2782926', '', '', '', '', '', '', '1', '', '0', 'Feb06', '?', '', '', '', '', '', '', '', '00:00:19', '/swml/envs/sla_inc/env_python3.9/bin/python', '/swml/envs/sla_inc/env_python3.9/bin/streamlit', 'run', '/swml/']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
227,"['Результаты', 'клинического', 'обследования.', 'Медицинский', 'Центр', 'ДокторЧек.', 'N', 'заказа', '107766792,', 'Лебедев,', 'Андрей', 'Викторович']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-LAST_NAME', 'U-FIRST_NAME', 'U-MIDDLE_NAME']"
228,['RDMKT311@'],['O']
229,"['Пластическая', 'хирургия']","['O', 'O']"
230,"['Технология', 'транспортных', 'процессов']","['O', 'O', 'O']"
231,['JgqwsdMI89a47d7ca9dc35b4fbb8a1c4ee6460cf'],['O']
232,"['Quality', 'Motors', 'ул', '.', 'Лобненская', ',', '17', 'стр', '.', '1']","['O', 'O', 'O', 'O', 'U-STREET', 'O', 'B-HOUSE', 'I-HOUSE', 'I-HOUSE', 'L-HOUSE']"
233,"['02.03.2022\t', '12:45\t', '02.03.2022\t', '-', '105,00', '₽\t', '-', '105,00', '₽\t', 'Оплата', 'в', 'MAGNIT', '12345', 'Moscow', 'RUS']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CITY', 'U-COUNTRY']"
234,"['Морская', 'техника']","['O', 'O']"
235,"['Петров', 'Алексей', 'Владимирович\n', 'Отдел продаж', 'Воронеж\n', '+7', '473', '111-22-33,', 'av.petrov@sales.tensor.ru']","['U-LAST_NAME', 'U-FIRST_NAME', 'U-MIDDLE_NAME', 'O', 'U-CITY', 'O', 'O', 'O', 'O']"
236,['флекскуб'],['O']
237,"['Плата', 'за', 'получение', 'наличных', 'в', 'отделениях', 'банка', '-', 'Тариф', 'банка', '-', 'Premium']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
238,"['CRM', 'Software', 'Implementation']","['O', 'O', 'O']"
239,"['СТОлИЦа', 'РЕсПУблИКИ', 'кАзахСтАН', '—', 'гоРоД', 'нуР-СУЛТАН', '.', 'ЕжЕГОдНО', '6', 'иЮЛя', 'В', 'казаХстане', 'оТМЕЧАетСя', 'ДЕнЬ', 'СТолиЦЫ', '.']","['O', 'B-COUNTRY', 'L-COUNTRY', 'O', 'O', 'U-CITY', 'O', 'O', 'O', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'O', 'O']"
240,['N_DELETE'],['O']
241,"['Sergey', 'Romanov', '(', 'romanov', ')']","['U-FIRST_NAME', 'U-LAST_NAME', 'O', 'U-LAST_NAME', 'O']"
242,['pega'],['O']
243,"['Изготовитель', 'художественных', 'изделий', 'из', 'металла']","['O', 'O', 'O', 'O', 'O']"
244,['https://romanova.ru/'],['O']
245,"['ул', '.', 'Блохина', ',', '15', ',', 'Санкт', '-', 'Петербург', ',', '197198']","['O', 'O', 'U-STREET', 'O', 'U-HOUSE', 'O', 'B-CITY', 'I-CITY', 'L-CITY', 'O', 'O']"
246,"['Художественное', 'оформление', 'изделий', 'текстильной', 'и', 'легкой', 'промышленности']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
247,"['Акт', '', '№1', '', 'Иванова', 'ДГ', '_', 'ИП', '.pdf']","['O', 'O', 'O', 'O', 'U-LAST_NAME', 'O', 'O', 'O', 'O']"
248,"['строительство,', 'изделия', 'из', 'пластмасс']","['O', 'O', 'O', 'O']"
249,"['кщтрьо', 'рмтнжй', 'цукрнбзйф', 'мйуцкф', 'смущикв']","['O', 'O', 'O', 'O', 'O']"
250,"['ФИО:', 'ПЕТРОВ', 'ИВАН', 'АЛЕКСАНДРОВИЧ|', 'АДРЕС:', '630108,', 'РОССИЯ,', 'НОВОСИБИРСК,', 'УЛ.ПУШКИНА,', 'Д. 10,', 'КВ.34']","['O', 'U-LAST_NAME', 'U-FIRST_NAME', 'U-MIDDLE_NAME', 'O', 'O', 'U-COUNTRY', 'U-CITY', 'U-STREET', 'B-HOUSE', 'L-HOUSE']"
251,['order-215625830@insmail3.sravni.ru'],['O']
252,"['Временно', 'исполняющий', 'обязанности', 'губернатора', 'Московской', 'области', 'Андрей', 'Воробьев', 'выдвинут', 'кандидатом', 'на', 'выборах', 'губернатора', 'Подмосковья', 'от', '""', 'Единой', 'России', '""', '.']","['O', 'O', 'O', 'O', 'U-REGION', 'O', 'U-FIRST_NAME', 'U-LAST_NAME', 'O', 'O', 'O', 'O', 'O', 'U-REGION', 'O', 'O', 'O', 'U-COUNTRY', 'O', 'O']"
253,"['kernel:', 'audit:', 'rate', 'limit', 'exceeded']","['O', 'O', 'O', 'O', 'O']"
254,"['Технология', 'и', 'оборудование', 'лесозаготовительных', 'и', 'деревообрабатывающих', 'производств']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
255,"['циско:', 'Cisco']","['O', 'O']"
256,"['Гидрогеология', 'и', 'инженерная', 'геология']","['O', 'O', 'O', 'O']"
257,"['армы:', 'ARM']","['O', 'O']"
258,"['16087\tПлат.треб', 'от', '12.04.21', '№6144098']","['O', 'O', 'O', 'O']"
259,['fcc2:9abd:1fce:f8a0:757d:b279:bd81:efb5'],['O']
260,"['KUZNETSOV', 'V.P.']","['U-LAST_NAME', 'O']"
261,['Слесарь'],['O']
262,"['С', 'ним', 'граничат', 'города', 'Хекинан', ',', 'Ханда', ',', 'Токонамэ', 'и', 'посёлок', 'Михама', '.']","['O', 'O', 'O', 'O', 'U-CITY', 'O', 'U-CITY', 'O', 'U-CITY', 'O', 'O', 'U-CITY', 'O']"
263,"['Оператор', 'диспетчерской', '(производственно-диспетчерской)', 'службы']","['O', 'O', 'O', 'O']"
264,"['кибана:', 'Kibana']","['O', 'O']"
265,['sap'],['O']
266,"['kernel:', 'audit:', 'audit_lost=19971385', 'audit_rate_limit=100', 'audit_back']","['O', 'O', 'O', 'O', 'O']"
267,"['Технология', 'и', 'предпринимательство']","['O', 'O', 'O']"
268,"['Искусство', 'хореографа']","['O', 'O']"
269,"['Рацион', 'состоит', 'из', 'ракообразных', ',', 'кальмаров', 'и', 'маленьких', 'рыб', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
270,"['ПАСПОРТ', 'РФ', '57', '02', '111111', 'Выдан', 'ОВД', 'района', 'Ростова-на-Дону', '01.01.2010', 'КОД', 'ПОДРАЗДЕЛЕНИЯ', '111-111', 'ФИО', 'ИВАНОВ', 'ИВАН', 'ИВАНОВИЧ', 'ДАТА', 'РОЖДЕНИЯ', '01.01.1980']","['O', 'U-COUNTRY', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CITY', 'O', 'O', 'O', 'O', 'O', 'U-LAST_NAME', 'U-FIRST_NAME', 'U-MIDDLE_NAME', 'O', 'O', 'O']"
271,['2GtzvQxb1ca6fb8db3104e772a93895616d26f0e'],['O']
272,"['2022-09-09', '19:00:11']","['O', 'O']"
273,"['Гостиничный', 'сервис']","['O', 'O']"
274,"['сеть', 'автозаправочных', 'станций']","['O', 'O', 'O']"
275,['1.3291775297788885e+17'],['O']
276,['ZFT'],['O']
277,"['Связь', 'договора', 'ЕО', 'ГО', 'с', 'рамочным', 'договором']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
278,['PASSWORD_EXPIRATION_WARNING'],['O']
279,"['Адрес', 'доставки:\n', 'Краснодар', 'ул.', 'Рашпилевская', '27,', 'кв.22']","['O', 'O', 'U-CITY', 'O', 'U-STREET', 'B-HOUSE', 'L-HOUSE']"
280,['DUPLICATE'],['O']
281,"['Эксплуатация', 'метеорологических', 'радиотехнических', 'систем']","['O', 'O', 'O', 'O']"
282,['CHEPURENOK91@GMAIL.COM'],['O']
283,['privatechannels'],['O']
284,"['Конструктивное', 'бюро']","['O', 'O']"
285,"['в', 'список', 'городов', 'сша', 'входят', ':', 'нью-йорк', ',', 'лос-анджелес', ',', 'чикаго', ',', 'хьюстон', ',', 'филадельфия', ',', 'феникс', ',', 'сан-антонио', ',', 'сан-диего', ',', 'даллас']","['O', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'U-CITY', 'O', 'U-CITY', 'O', 'U-CITY', 'O', 'U-CITY', 'O', 'U-CITY', 'O', 'U-CITY', 'O', 'U-CITY', 'O', 'U-CITY', 'O', 'U-CITY']"
286,"['MiB', 'Swap:', '', '', '4096.0', 'total,', '', '', '3575.1', 'free,', '', '', '', '520.9', 'used.', '', '', '6187.1', 'avail', 'Mem']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
287,['14037589766'],['O']
288,"['Альберт', 'II', 'младший', 'сын', 'Леопольда', 'III', 'и', 'Астрид', 'Шведской', 'наследовал', 'престол', 'в', '1993', 'после', 'кончины', 'своего', 'бездетного', 'старшего', 'брата', 'Бодуэна', 'I']","['U-FIRST_NAME', 'O', 'O', 'O', 'U-FIRST_NAME', 'O', 'O', 'U-FIRST_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-FIRST_NAME', 'O']"
289,"['При', 'покупке', 'билетов', 'на', '2-х', 'человек', 'на', 'поезд', 'ласточка', 'на', 'сумму', '1800р', 'с', 'карты', 'МИР', '8327,', 'нужно', 'указать', 'номер', 'карты', 'получателя', 'Иванову', 'Андрею', 'Александровичу', 'на', 'карту', 'VISA-2625', 'и', 'ввести', 'код', '35748.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-LAST_NAME', 'U-FIRST_NAME', 'U-MIDDLE_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
290,"['root', '', '', '', '', '1702516', '', '', '', '', '', '', '2', '', '0', '12:38', '?', '', '', '', '', '', '', '', '00:00:00', '[kworker/5:3-cgroup_destroy]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
291,"['Жмы.', 'Кржмвх', 'Х12', 'оа', '56']","['O', 'O', 'O', 'O', 'O']"
292,['розовый'],['O']
293,"['zabbix', '', '', '3680827', '3680820', '', '0', 'Mar23', '?', '', '', '', '', '', '', '', '00:00:03', '/usr/sbin/zabbix_agentd:', 'listener', '#4', '[waiting', 'for', 'connection]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
294,[';STANDIN_PREV=878756867;PROC_STAGE=STANDIN_FINISHED;CUST_CONTRACT_CHECK;'],['O']
295,"['13', 'апреля', '2011', 'г.']","['O', 'O', 'O', 'O']"
296,['79185276189'],['O']
297,"['ОБОРОННОЕ', 'СОГЛАШЕНИЕ', 'ПЯТИ', 'ДЕРЖАВ', '(', 'FPDA', ')', '(', 'ПОДПИСАНО', 'В', '1971', 'ГОДУ', ')', ':', 'АВСТРАЛИЯ', ',', 'ВЕЛИКОБРИТАНИЯ', ',', 'МАЛАЙЗИЯ', ',', 'НОВАЯ', 'ЗЕЛАНДИЯ', ',', 'СИНГАПУР', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-COUNTRY', 'O', 'U-COUNTRY', 'O', 'U-COUNTRY', 'O', 'B-COUNTRY', 'L-COUNTRY', 'O', 'U-COUNTRY', 'O']"
298,['PRODUCT=Shoes;BRAND=Adidas;SIZE=8;COLOR=blue;'],['O']
299,['Ленинск-Кузнецкий'],['U-CITY']
300,"['Обогатитель', 'полезных', 'ископаемых']","['O', 'O', 'O']"
301,"['Инструментальные', 'системы', 'машиностроительных', 'производств']","['O', 'O', 'O', 'O']"
302,"['Agile', 'Methodology']","['O', 'O']"
303,"['213,44']",['O']
304,"['Динамика', 'и', 'прочность', 'машин']","['O', 'O', 'O', 'O']"
305,"['SBS', '(', 'Республика', 'Корея', ')']","['O', 'O', 'B-COUNTRY', 'L-COUNTRY', 'O']"
306,"['Системы', 'жизнеобеспечения', 'и', 'защиты', 'ракетно-космических', 'аппаратов']","['O', 'O', 'O', 'O', 'O', 'O']"
307,"['learn_d+', '1692677', '1692676', '', '0', '12:19', 'pts/2', '', '', '', '00:00:00', '-bash']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
308,['https://yandex.disk.com/file/d/0BzIDHx9zLlxmRnNnRzYxUnlVUtr/view?usp=sharing'],['O']
309,['bb:e6:a9:16:50:69'],['O']
310,['зеленый'],['O']
311,['KOVALEV'],['U-LAST_NAME']
312,"['Неделю', '""', ',', '-', 'заявил', 'аль', '-', 'Эриан', '.']","['O', 'O', 'O', 'O', 'O', 'B-LAST_NAME', 'I-LAST_NAME', 'L-LAST_NAME', 'O']"
313,"['мету:', 'Meta']","['O', 'O']"
314,"['Электропривод', 'и', 'автоматика', 'промышленных', 'установок', 'и', 'технологических', 'комплексов']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
315,"['арме:', 'ARM']","['O', 'O']"
316,"['Соколов', 'Михаил', 'Андреевич\n', 'IT-отдел', 'Екатеринбург\n', '+7', '343', '444-55-66,', 'ma.sokolov@it.tensor.ru']","['U-LAST_NAME', 'U-FIRST_NAME', 'U-MIDDLE_NAME', 'O', 'U-CITY', 'O', 'O', 'O', 'O']"
317,"['опеншефту:', 'Openshift']","['O', 'O']"
